CalendarYear;YearMonthNumber;QuarterLabel;MonthYear;TerritoryGroup;Country;Region;ProductCategory;ProductSubcategory;IncomeGroup;AgeGroup;Gender;Occupation;HouseOwnerFlag;Revenue;Profit;UnitsSold;SalesOrderNumber;CustomerKey
2013;201301;Q1;Jan 2013;Pacific;Australia;Australia;Components;Handlebars;Low Income;36-45;Female;Management;0;264.99;93.16;1;SO001000;11241
2013;201302;Q1;Feb 2013;North America;United States;Southeast;Components;Saddles;Middle Income;55+;Female;Skilled Manual;1;373.51;117.45;1;SO001001;11504
2013;201302;Q1;Feb 2013;North America;Canada;Canada;Bikes;Touring Bikes;Low Income;46-55;Female;Professional;0;2175.60;891.60;1;SO001002;11457
2013;201302;Q1;Feb 2013;North America;United States;Southwest;Accessories;Helmets;Low Income;55+;Male;Management;0;46.90;29.94;1;SO001003;11115
2013;201302;Q1;Feb 2013;Europe;Germany;Germany;Components;Saddles;Low Income;55+;Female;Manual;1;272.72;94.23;1;SO001004;11743
2013;201302;Q1;Feb 2013;Europe;Germany;Germany;Bikes;Mountain Bikes;Low Income;55+;Female;Manual;1;2721.72;1198.32;1;SO001004;11743
2013;201302;Q1;Feb 2013;Pacific;Australia;Australia;Components;Wheels;Low Income;46-55;Male;Professional;0;1010.67;369.07;3;SO001005;11683
2013;201302;Q1;Feb 2013;Europe;United Kingdom;United Kingdom;Bikes;Touring Bikes;Low Income;26-35;Male;Management;0;3295.21;1467.51;1;SO001006;11875
2013;201302;Q1;Feb 2013;Pacific;Australia;Australia;Clothing;Jerseys;Low Income;36-45;Female;Manual;0;89.45;32.79;1;SO001007;11767
2013;201302;Q1;Feb 2013;Pacific;Australia;Australia;Bikes;Mountain Bikes;Middle Income;26-35;Female;Professional;0;2623.00;1117.48;1;SO001008;11703
2013;201302;Q1;Feb 2013;Pacific;Australia;Australia;Bikes;Road Bikes;Middle Income;26-35;Female;Professional;0;2181.96;827.43;2;SO001008;11703
2013;201302;Q1;Feb 2013;Europe;United Kingdom;United Kingdom;Accessories;Helmets;Low Income;46-55;Male;Management;0;88.14;55.79;1;SO001009;11789
2013;201302;Q1;Feb 2013;Europe;United Kingdom;United Kingdom;Bikes;Road Bikes;Low Income;46-55;Male;Professional;1;737.55;283.45;1;SO001010;11541
2013;201302;Q1;Feb 2013;Europe;Germany;Germany;Bikes;Touring Bikes;High Income;26-35;Female;Management;0;2450.98;934.43;1;SO001011;11666
2013;201302;Q1;Feb 2013;Europe;Germany;Germany;Clothing;Gloves;High Income;36-45;Female;Clerical;0;91.34;39.95;2;SO001012;11345
2013;201302;Q1;Feb 2013;Pacific;Australia;Australia;Accessories;Fenders;High Income;55+;Male;Management;1;188.56;112.82;2;SO001013;11738
2013;201302;Q1;Feb 2013;North America;United States;Southwest;Accessories;Bottles and Cages;Low Income;55+;Female;Manual;1;8.11;5.31;1;SO001014;11464
2013;201302;Q1;Feb 2013;Europe;United Kingdom;United Kingdom;Bikes;Mountain Bikes;Low Income;46-55;Male;Clerical;0;1478.21;566.61;1;SO001015;11760
2013;201302;Q1;Feb 2013;North America;United States;Northwest;Clothing;Jerseys;Middle Income;55+;Male;Clerical;0;38.27;16.42;1;SO001016;11634
2013;201302;Q1;Feb 2013;Europe;Germany;Germany;Bikes;Road Bikes;Low Income;55+;Female;Professional;0;5506.53;2256.09;3;SO001017;11847
2013;201302;Q1;Feb 2013;North America;Canada;Canada;Accessories;Tires and Tubes;Middle Income;55+;Male;Skilled Manual;1;53.89;32.00;1;SO001018;11786
2013;201302;Q1;Feb 2013;North America;United States;Northwest;Bikes;Mountain Bikes;Low Income;55+;Female;Clerical;0;4279.42;1596.64;2;SO001019;11252
2013;201302;Q1;Feb 2013;Europe;Germany;Germany;Bikes;Mountain Bikes;Middle Income;26-35;Female;Skilled Manual;0;2147.19;934.00;1;SO001020;11027
2013;201302;Q1;Feb 2013;Pacific;Australia;Australia;Bikes;Mountain Bikes;Low Income;26-35;Male;Skilled Manual;0;984.67;368.57;1;SO001021;11686
2013;201302;Q1;Feb 2013;North America;United States;Northwest;Bikes;Road Bikes;High Income;55+;Female;Skilled Manual;1;2671.38;993.71;1;SO001022;11729
2013;201302;Q1;Feb 2013;Pacific;Australia;Australia;Accessories;Fenders;Middle Income;46-55;Female;Clerical;1;18.86;10.95;1;SO001023;11578
2013;201302;Q1;Feb 2013;Pacific;Australia;Australia;Bikes;Touring Bikes;Middle Income;46-55;Female;Clerical;1;5751.22;2407.21;2;SO001023;11578
2013;201302;Q1;Feb 2013;Europe;Germany;Germany;Accessories;Bottles and Cages;High Income;55+;Female;Clerical;0;170.88;105.60;2;SO001024;11160
2013;201302;Q1;Feb 2013;North America;United States;Southwest;Clothing;Jerseys;Middle Income;46-55;Female;Skilled Manual;0;54.00;21.46;1;SO001025;11032
2013;201302;Q1;Feb 2013;North America;United States;Southwest;Clothing;Jerseys;Middle Income;46-55;Female;Skilled Manual;0;65.86;26.79;1;SO001025;11032
2013;201302;Q1;Feb 2013;Europe;United Kingdom;United Kingdom;Accessories;Helmets;High Income;46-55;Female;Manual;0;24.79;14.88;1;SO001026;11556
2013;201302;Q1;Feb 2013;Pacific;Australia;Australia;Accessories;Bottles and Cages;Middle Income;46-55;Female;Clerical;1;55.49;32.72;1;SO001027;11623
2013;201302;Q1;Feb 2013;Pacific;Australia;Australia;Bikes;Touring Bikes;Middle Income;46-55;Female;Clerical;1;1519.32;612.09;1;SO001027;11623
2013;201302;Q1;Feb 2013;Europe;France;France;Bikes;Mountain Bikes;Low Income;36-45;Male;Clerical;1;3846.60;1488.15;2;SO001028;11391
2013;201302;Q1;Feb 2013;Europe;France;France;Clothing;Gloves;Middle Income;55+;Female;Professional;0;158.74;69.28;2;SO001029;11705
2013;201302;Q1;Feb 2013;Europe;France;France;Bikes;Mountain Bikes;Middle Income;55+;Female;Professional;0;2143.60;933.72;1;SO001029;11705
2013;201302;Q1;Feb 2013;Europe;Germany;Germany;Components;Brakes;Low Income;26-35;Male;Professional;1;354.80;127.75;1;SO001030;11553
2013;201302;Q1;Feb 2013;Pacific;Australia;Australia;Bikes;Touring Bikes;High Income;55+;Male;Clerical;0;1511.35;639.18;1;SO001031;11585
2013;201302;Q1;Feb 2013;Pacific;Australia;Australia;Bikes;Mountain Bikes;High Income;55+;Male;Clerical;0;9895.83;4369.34;3;SO001031;11585
2013;201302;Q1;Feb 2013;Pacific;Australia;Australia;Bikes;Touring Bikes;High Income;46-55;Female;Manual;0;3311.02;1367.88;1;SO001032;11311
2013;201302;Q1;Feb 2013;Europe;Germany;Germany;Bikes;Mountain Bikes;Middle Income;46-55;Female;Clerical;0;938.36;391.91;1;SO001033;11063
2013;201302;Q1;Feb 2013;Europe;Germany;Germany;Bikes;Touring Bikes;Middle Income;46-55;Female;Clerical;0;3315.62;1362.29;1;SO001033;11063
2013;201302;Q1;Feb 2013;North America;Canada;Canada;Accessories;Fenders;High Income;46-55;Female;Manual;0;10.75;6.27;1;SO001034;11511
2013;201302;Q1;Feb 2013;North America;United States;Northwest;Bikes;Touring Bikes;Middle Income;55+;Female;Professional;1;1195.68;469.58;1;SO001035;11363
2013;201302;Q1;Feb 2013;Europe;United Kingdom;United Kingdom;Accessories;Fenders;Middle Income;46-55;Male;Clerical;1;75.10;47.22;2;SO001036;11827
2013;201302;Q1;Feb 2013;Pacific;Australia;Australia;Bikes;Mountain Bikes;High Income;46-55;Female;Clerical;1;986.19;376.12;1;SO001037;11392
2013;201302;Q1;Feb 2013;Pacific;Australia;Australia;Bikes;Touring Bikes;High Income;46-55;Male;Professional;0;2419.42;1065.58;1;SO001038;11364
2013;201302;Q1;Feb 2013;Europe;France;France;Accessories;Helmets;Middle Income;55+;Female;Manual;0;13.49;8.90;1;SO001039;11140
2013;201302;Q1;Feb 2013;Pacific;Australia;Australia;Bikes;Touring Bikes;Middle Income;55+;Male;Management;1;701.19;269.91;1;SO001040;11115
2013;201302;Q1;Feb 2013;North America;United States;Southwest;Bikes;Road Bikes;Middle Income;46-55;Female;Skilled Manual;0;4175.32;1632.44;2;SO001041;11254
2013;201302;Q1;Feb 2013;North America;United States;Southwest;Accessories;Fenders;Middle Income;46-55;Female;Skilled Manual;0;8.63;5.14;1;SO001041;11254
2013;201302;Q1;Feb 2013;North America;United States;Southwest;Bikes;Mountain Bikes;Middle Income;46-55;Female;Skilled Manual;0;3731.78;1633.07;2;SO001041;11254
2013;201302;Q1;Feb 2013;Europe;United Kingdom;United Kingdom;Accessories;Helmets;High Income;55+;Male;Manual;0;114.99;73.40;1;SO001042;11481
2013;201302;Q1;Feb 2013;Europe;United Kingdom;United Kingdom;Clothing;Caps;High Income;55+;Male;Manual;0;60.36;23.04;2;SO001042;11481
2013;201302;Q1;Feb 2013;North America;United States;Central;Accessories;Tires and Tubes;High Income;26-35;Male;Skilled Manual;0;75.89;47.28;1;SO001043;11453
2013;201302;Q1;Feb 2013;North America;United States;Central;Clothing;Gloves;High Income;26-35;Male;Skilled Manual;0;60.72;25.24;1;SO001043;11453
2013;201302;Q1;Feb 2013;North America;United States;Central;Bikes;Road Bikes;High Income;26-35;Male;Skilled Manual;0;5301.75;2094.13;3;SO001043;11453
2013;201302;Q1;Feb 2013;North America;United States;Southwest;Accessories;Bottles and Cages;Middle Income;55+;Male;Professional;0;84.06;51.97;1;SO001044;11887
2013;201302;Q1;Feb 2013;North America;United States;Southwest;Bikes;Touring Bikes;Middle Income;55+;Male;Professional;0;9568.89;3574.55;3;SO001044;11887
2013;201302;Q1;Feb 2013;North America;United States;Northwest;Bikes;Road Bikes;Middle Income;55+;Male;Manual;1;7539.99;2850.12;3;SO001045;11116
2013;201302;Q1;Feb 2013;North America;United States;Southwest;Accessories;Tires and Tubes;Middle Income;46-55;Male;Professional;0;78.70;51.76;2;SO001046;11593
2013;201302;Q1;Feb 2013;North America;United States;Southwest;Bikes;Road Bikes;High Income;55+;Female;Manual;1;2867.94;1064.43;2;SO001047;11256
2013;201302;Q1;Feb 2013;Europe;France;France;Clothing;Shorts;Middle Income;46-55;Female;Skilled Manual;0;175.06;65.71;2;SO001048;11809
2013;201302;Q1;Feb 2013;Europe;Germany;Germany;Clothing;Gloves;Middle Income;36-45;Female;Skilled Manual;1;87.12;33.38;2;SO001049;11518
2013;201302;Q1;Feb 2013;Europe;Germany;Germany;Bikes;Touring Bikes;Middle Income;36-45;Female;Skilled Manual;1;2403.07;933.14;1;SO001049;11518
2013;201302;Q1;Feb 2013;North America;United States;Southeast;Accessories;Fenders;Low Income;36-45;Male;Management;1;106.36;67.59;1;SO001050;11054
2013;201302;Q1;Feb 2013;North America;United States;Northeast;Bikes;Mountain Bikes;High Income;46-55;Female;Professional;0;3250.01;1423.97;1;SO001051;11485
2013;201302;Q1;Feb 2013;Europe;France;France;Components;Saddles;High Income;18-25;Male;Professional;1;992.30;307.84;2;SO001052;11834
2013;201302;Q1;Feb 2013;North America;United States;Central;Components;Saddles;Middle Income;55+;Female;Professional;1;864.52;303.52;2;SO001053;11895
2013;201302;Q1;Feb 2013;North America;United States;Northwest;Bikes;Touring Bikes;High Income;26-35;Female;Management;1;1780.43;765.95;1;SO001054;11435
2013;201302;Q1;Feb 2013;Pacific;Australia;Australia;Bikes;Touring Bikes;High Income;55+;Female;Skilled Manual;0;1351.17;534.99;1;SO001055;11049
2013;201302;Q1;Feb 2013;Pacific;Australia;Australia;Bikes;Road Bikes;Low Income;55+;Female;Skilled Manual;1;1107.80;427.33;1;SO001056;11259
2013;201302;Q1;Feb 2013;Pacific;Australia;Australia;Clothing;Jerseys;Low Income;55+;Female;Skilled Manual;1;33.55;14.59;1;SO001056;11259
2013;201302;Q1;Feb 2013;North America;United States;Central;Clothing;Caps;Middle Income;55+;Female;Manual;0;74.00;28.38;2;SO001057;11458
2013;201302;Q1;Feb 2013;North America;Canada;Canada;Bikes;Mountain Bikes;Middle Income;26-35;Female;Management;0;870.18;380.92;1;SO001058;11656
2013;201302;Q1;Feb 2013;North America;Canada;Canada;Accessories;Fenders;Middle Income;26-35;Female;Management;0;300.21;180.24;3;SO001058;11656
2013;201302;Q1;Feb 2013;North America;Canada;Canada;Clothing;Shorts;Middle Income;55+;Male;Skilled Manual;0;163.36;58.96;2;SO001059;11731
2013;201302;Q1;Feb 2013;Europe;France;France;Bikes;Mountain Bikes;Middle Income;55+;Female;Clerical;1;3333.90;1279.48;2;SO001060;11878
2013;201302;Q1;Feb 2013;North America;United States;Southwest;Bikes;Touring Bikes;Middle Income;46-55;Male;Manual;1;2672.82;1107.08;1;SO001061;11260
2013;201302;Q1;Feb 2013;North America;United States;Southwest;Bikes;Touring Bikes;Middle Income;46-55;Male;Manual;1;3248.98;1390.83;1;SO001061;11260
2013;201302;Q1;Feb 2013;North America;United States;Central;Bikes;Road Bikes;Low Income;46-55;Female;Manual;1;6532.62;2822.83;3;SO001062;11328
2013;201302;Q1;Feb 2013;North America;United States;Central;Clothing;Jerseys;Low Income;46-55;Female;Manual;1;88.97;35.45;1;SO001062;11328
2013;201302;Q1;Feb 2013;North America;United States;Southeast;Clothing;Caps;Low Income;55+;Male;Skilled Manual;1;64.50;23.90;2;SO001063;11719
2013;201302;Q1;Feb 2013;Europe;Germany;Germany;Bikes;Touring Bikes;Middle Income;36-45;Male;Management;0;2099.91;842.80;1;SO001064;11208
2013;201302;Q1;Feb 2013;North America;United States;Central;Bikes;Mountain Bikes;Low Income;36-45;Male;Manual;0;1344.05;592.88;1;SO001065;11836
2013;201302;Q1;Feb 2013;North America;United States;Central;Accessories;Fenders;Middle Income;46-55;Male;Professional;0;38.00;23.71;2;SO001066;11016
2013;201302;Q1;Feb 2013;North America;United States;Southwest;Accessories;Helmets;Middle Income;26-35;Male;Management;1;91.84;59.04;1;SO001067;11837
2013;201302;Q1;Feb 2013;North America;United States;Southwest;Bikes;Touring Bikes;Middle Income;26-35;Male;Management;1;1245.96;491.84;1;SO001067;11837
2013;201302;Q1;Feb 2013;North America;United States;Southwest;Clothing;Shorts;Middle Income;26-35;Male;Management;1;150.62;54.64;2;SO001067;11837
2013;201302;Q1;Feb 2013;Europe;United Kingdom;United Kingdom;Bikes;Road Bikes;Middle Income;55+;Male;Professional;1;7041.93;2852.00;3;SO001068;11203
2013;201302;Q1;Feb 2013;Europe;United Kingdom;United Kingdom;Bikes;Mountain Bikes;Middle Income;55+;Male;Professional;1;2487.06;1006.33;3;SO001068;11203
2013;201302;Q1;Feb 2013;Pacific;Australia;Australia;Accessories;Bottles and Cages;Low Income;18-25;Female;Skilled Manual;1;15.54;9.57;3;SO001069;11684
2013;201302;Q1;Feb 2013;Pacific;Australia;Australia;Bikes;Road Bikes;Low Income;18-25;Female;Skilled Manual;1;3282.71;1369.94;1;SO001069;11684
2013;201302;Q1;Feb 2013;North America;Canada;Canada;Bikes;Mountain Bikes;Middle Income;18-25;Male;Clerical;1;2731.72;1134.12;1;SO001070;11790
2013;201302;Q1;Feb 2013;North America;United States;Central;Bikes;Touring Bikes;Middle Income;18-25;Male;Manual;1;2022.94;909.51;1;SO001071;11414
2013;201302;Q1;Feb 2013;North America;Canada;Canada;Bikes;Road Bikes;Middle Income;46-55;Female;Management;1;1530.90;639.27;2;SO001072;11676
2013;201302;Q1;Feb 2013;North America;United States;Northwest;Bikes;Mountain Bikes;Low Income;55+;Female;Clerical;0;716.36;319.13;1;SO001073;11129
2013;201302;Q1;Feb 2013;Pacific;Australia;Australia;Bikes;Road Bikes;High Income;55+;Female;Skilled Manual;1;2676.99;1134.18;1;SO001074;11585
2013;201302;Q1;Feb 2013;Pacific;Australia;Australia;Bikes;Road Bikes;High Income;55+;Female;Skilled Manual;1;1217.66;457.80;1;SO001074;11585
2013;201302;Q1;Feb 2013;Pacific;Australia;Australia;Bikes;Touring Bikes;High Income;55+;Female;Skilled Manual;1;1484.93;621.72;1;SO001074;11585
2013;201302;Q1;Feb 2013;Pacific;Australia;Australia;Accessories;Fenders;Middle Income;36-45;Male;Manual;1;86.32;56.94;1;SO001075;11606
2013;201302;Q1;Feb 2013;Europe;United Kingdom;United Kingdom;Clothing;Shorts;Middle Income;26-35;Female;Skilled Manual;1;55.41;19.96;1;SO001076;11270
2013;201302;Q1;Feb 2013;North America;United States;Southwest;Bikes;Touring Bikes;Middle Income;18-25;Male;Professional;0;3696.04;1648.62;2;SO001077;11591
2013;201302;Q1;Feb 2013;North America;United States;Southwest;Bikes;Mountain Bikes;Middle Income;18-25;Male;Professional;0;2959.30;1299.61;2;SO001077;11591
2013;201302;Q1;Feb 2013;Pacific;Australia;Australia;Bikes;Touring Bikes;High Income;55+;Female;Professional;0;2628.77;1123.45;1;SO001078;11181
2013;201302;Q1;Feb 2013;North America;United States;Southeast;Clothing;Jerseys;Low Income;55+;Female;Professional;1;60.21;26.37;1;SO001079;11246
2013;201302;Q1;Feb 2013;North America;United States;Southeast;Accessories;Helmets;High Income;26-35;Male;Skilled Manual;0;62.30;40.21;2;SO001080;11625
2013;201302;Q1;Feb 2013;Pacific;Australia;Australia;Bikes;Road Bikes;Low Income;26-35;Male;Clerical;1;2661.85;1195.27;1;SO001081;11812
2013;201302;Q1;Feb 2013;Pacific;Australia;Australia;Bikes;Touring Bikes;Low Income;26-35;Male;Clerical;1;1574.32;672.09;1;SO001081;11812
2013;201302;Q1;Feb 2013;North America;United States;Northeast;Bikes;Mountain Bikes;High Income;46-55;Female;Manual;0;1481.28;604.03;1;SO001082;11715
2013;201302;Q1;Feb 2013;North America;United States;Northeast;Bikes;Touring Bikes;High Income;46-55;Female;Manual;0;2448.33;1047.09;1;SO001082;11715
2013;201302;Q1;Feb 2013;Europe;France;France;Bikes;Mountain Bikes;High Income;55+;Male;Management;0;2272.14;951.71;1;SO001083;11144
2013;201302;Q1;Feb 2013;Europe;United Kingdom;United Kingdom;Clothing;Gloves;Middle Income;36-45;Female;Clerical;1;84.29;33.18;1;SO001084;11227
2013;201302;Q1;Feb 2013;Pacific;Australia;Australia;Bikes;Touring Bikes;High Income;46-55;Female;Clerical;0;9584.37;4260.02;3;SO001085;11061
2013;201302;Q1;Feb 2013;North America;United States;Southwest;Bikes;Mountain Bikes;High Income;36-45;Male;Clerical;1;848.60;369.40;1;SO001086;11515
2013;201302;Q1;Feb 2013;Europe;United Kingdom;United Kingdom;Bikes;Touring Bikes;Middle Income;46-55;Female;Professional;1;3009.03;1256.35;1;SO001087;11283
2013;201302;Q1;Feb 2013;Europe;United Kingdom;United Kingdom;Bikes;Road Bikes;Middle Income;46-55;Female;Professional;1;4826.25;1802.12;3;SO001087;11283
2013;201302;Q1;Feb 2013;Europe;United Kingdom;United Kingdom;Accessories;Tires and Tubes;Middle Income;46-55;Female;Professional;1;163.20;102.49;2;SO001087;11283
2013;201302;Q1;Feb 2013;North America;United States;Northwest;Clothing;Caps;High Income;46-55;Female;Professional;0;23.78;9.90;1;SO001088;11239
2013;201302;Q1;Feb 2013;North America;Canada;Canada;Bikes;Mountain Bikes;Middle Income;46-55;Male;Skilled Manual;1;9600.93;4064.54;3;SO001089;11172
2013;201302;Q1;Feb 2013;North America;Canada;Canada;Bikes;Road Bikes;Middle Income;46-55;Male;Skilled Manual;1;6440.54;2567.12;2;SO001089;11172
2013;201302;Q1;Feb 2013;North America;United States;Southeast;Bikes;Touring Bikes;High Income;55+;Male;Professional;1;9714.66;3864.12;3;SO001090;11060
2013;201302;Q1;Feb 2013;North America;Canada;Canada;Components;Saddles;Middle Income;55+;Female;Professional;1;243.75;76.85;1;SO001091;11817
2013;201302;Q1;Feb 2013;Pacific;Australia;Australia;Clothing;Jerseys;High Income;55+;Female;Professional;0;47.49;20.73;1;SO001092;11132
2013;201302;Q1;Feb 2013;Pacific;Australia;Australia;Accessories;Tires and Tubes;High Income;55+;Female;Professional;0;12.80;8.13;2;SO001092;11132
2013;201302;Q1;Feb 2013;North America;United States;Southwest;Accessories;Tires and Tubes;Middle Income;55+;Male;Clerical;0;67.42;42.48;1;SO001093;11592
2013;201302;Q1;Feb 2013;Europe;France;France;Accessories;Tires and Tubes;High Income;46-55;Male;Manual;1;44.15;25.77;1;SO001094;11096
2013;201302;Q1;Feb 2013;North America;United States;Northwest;Components;Brakes;Middle Income;46-55;Male;Professional;1;217.95;73.04;1;SO001095;11397
2013;201302;Q1;Feb 2013;North America;United States;Northeast;Bikes;Touring Bikes;High Income;46-55;Male;Management;0;3462.34;1519.80;1;SO001096;11269
2013;201302;Q1;Feb 2013;North America;United States;Southeast;Bikes;Road Bikes;Middle Income;55+;Male;Skilled Manual;1;1808.12;699.74;2;SO001097;11021
2013;201302;Q1;Feb 2013;North America;United States;Northeast;Bikes;Mountain Bikes;High Income;36-45;Male;Clerical;1;2303.51;995.87;1;SO001098;11388
2013;201302;Q1;Feb 2013;Europe;United Kingdom;United Kingdom;Clothing;Jerseys;Middle Income;26-35;Male;Professional;0;20.39;8.59;1;SO001099;11224
2013;201302;Q1;Feb 2013;Europe;United Kingdom;United Kingdom;Bikes;Road Bikes;Middle Income;26-35;Male;Professional;0;1380.33;527.45;1;SO001099;11224
2013;201302;Q1;Feb 2013;North America;United States;Southeast;Components;Saddles;Middle Income;55+;Male;Skilled Manual;1;443.17;152.90;1;SO001100;11119
2013;201302;Q1;Feb 2013;North America;United States;Southeast;Clothing;Caps;Middle Income;55+;Male;Skilled Manual;1;59.59;22.34;1;SO001100;11119
2013;201302;Q1;Feb 2013;North America;United States;Southeast;Bikes;Touring Bikes;Middle Income;55+;Male;Skilled Manual;1;1885.79;723.01;1;SO001100;11119
2013;201302;Q1;Feb 2013;North America;United States;Northeast;Bikes;Mountain Bikes;Middle Income;55+;Male;Professional;0;1993.44;811.47;1;SO001101;11047
2013;201302;Q1;Feb 2013;Europe;United Kingdom;United Kingdom;Accessories;Helmets;Low Income;46-55;Male;Skilled Manual;0;54.62;35.86;1;SO001102;11025
2013;201302;Q1;Feb 2013;North America;Canada;Canada;Accessories;Helmets;Low Income;55+;Male;Manual;1;93.87;58.22;1;SO001103;11101
2013;201302;Q1;Feb 2013;North America;Canada;Canada;Bikes;Road Bikes;Low Income;55+;Male;Manual;1;2241.68;960.39;1;SO001103;11101
2013;201303;Q1;Mar 2013;Europe;United Kingdom;United Kingdom;Accessories;Tires and Tubes;Low Income;55+;Female;Manual;0;180.18;115.54;3;SO001104;11582
2013;201303;Q1;Mar 2013;Europe;United Kingdom;United Kingdom;Accessories;Bottles and Cages;Low Income;55+;Female;Manual;0;117.60;73.93;1;SO001104;11582
2013;201303;Q1;Mar 2013;Pacific;Australia;Australia;Accessories;Bottles and Cages;High Income;55+;Female;Skilled Manual;1;91.71;54.38;1;SO001105;11158
2013;201303;Q1;Mar 2013;Pacific;Australia;Australia;Bikes;Touring Bikes;High Income;55+;Female;Skilled Manual;1;1524.73;579.70;1;SO001105;11158
2013;201303;Q1;Mar 2013;Europe;France;France;Components;Wheels;Middle Income;36-45;Female;Professional;1;930.60;343.22;2;SO001106;11858
2013;201303;Q1;Mar 2013;North America;United States;Southeast;Accessories;Bottles and Cages;High Income;55+;Male;Professional;0;28.90;16.88;1;SO001107;11765
2013;201303;Q1;Mar 2013;North America;United States;Southeast;Components;Wheels;High Income;55+;Male;Professional;0;100.35;35.86;1;SO001107;11765
2013;201303;Q1;Mar 2013;Pacific;Australia;Australia;Accessories;Helmets;Middle Income;26-35;Female;Management;0;106.93;65.50;1;SO001108;11509
2013;201303;Q1;Mar 2013;Pacific;Australia;Australia;Bikes;Mountain Bikes;Middle Income;26-35;Female;Management;0;3009.66;1196.50;1;SO001108;11509
2013;201303;Q1;Mar 2013;Pacific;Australia;Australia;Bikes;Mountain Bikes;Middle Income;46-55;Male;Manual;0;3473.87;1310.25;1;SO001109;11812
2013;201303;Q1;Mar 2013;Europe;Germany;Germany;Clothing;Shorts;Middle Income;46-55;Male;Management;0;87.58;35.32;1;SO001110;11699
2013;201303;Q1;Mar 2013;North America;United States;Southeast;Bikes;Mountain Bikes;Middle Income;36-45;Male;Management;0;2260.10;902.88;1;SO001111;11282
2013;201303;Q1;Mar 2013;Pacific;Australia;Australia;Components;Brakes;Middle Income;55+;Male;Clerical;0;409.92;134.85;1;SO001112;11861
2013;201303;Q1;Mar 2013;Pacific;Australia;Australia;Bikes;Touring Bikes;Middle Income;55+;Male;Clerical;0;2836.59;1107.34;1;SO001112;11861
2013;201303;Q1;Mar 2013;North America;United States;Southeast;Bikes;Road Bikes;Middle Income;36-45;Female;Manual;0;2512.23;1005.28;1;SO001113;11671
2013;201303;Q1;Mar 2013;North America;United States;Southeast;Bikes;Mountain Bikes;Middle Income;36-45;Female;Manual;0;3557.90;1439.91;2;SO001113;11671
2013;201303;Q1;Mar 2013;North America;United States;Southwest;Bikes;Road Bikes;High Income;36-45;Female;Management;1;1123.66;476.81;1;SO001114;11854
2013;201303;Q1;Mar 2013;North America;United States;Southwest;Clothing;Jerseys;High Income;36-45;Female;Management;1;54.51;23.92;1;SO001114;11854
2013;201303;Q1;Mar 2013;North America;United States;Southwest;Components;Brakes;High Income;36-45;Female;Management;1;935.88;291.81;2;SO001114;11854
2013;201303;Q1;Mar 2013;Europe;United Kingdom;United Kingdom;Bikes;Mountain Bikes;Middle Income;46-55;Female;Skilled Manual;0;5432.92;2428.47;2;SO001115;11245
2013;201303;Q1;Mar 2013;Europe;France;France;Bikes;Mountain Bikes;High Income;55+;Female;Manual;0;2391.78;1016.89;3;SO001116;11288
2013;201303;Q1;Mar 2013;North America;United States;Southwest;Bikes;Road Bikes;High Income;46-55;Female;Professional;1;3586.26;1524.83;2;SO001117;11079
2013;201303;Q1;Mar 2013;North America;United States;Southwest;Accessories;Fenders;High Income;46-55;Female;Professional;1;57.16;35.84;1;SO001117;11079
2013;201303;Q1;Mar 2013;North America;United States;Southwest;Clothing;Shorts;High Income;46-55;Female;Professional;1;171.98;74.52;2;SO001117;11079
2013;201303;Q1;Mar 2013;Europe;France;France;Accessories;Fenders;High Income;46-55;Female;Skilled Manual;1;36.93;22.04;3;SO001118;11343
2013;201303;Q1;Mar 2013;North America;United States;Northeast;Components;Handlebars;Middle Income;46-55;Male;Manual;1;414.79;130.59;1;SO001119;11287
2013;201303;Q1;Mar 2013;North America;United States;Northeast;Bikes;Mountain Bikes;Middle Income;46-55;Male;Manual;1;3331.86;1386.24;1;SO001119;11287
2013;201303;Q1;Mar 2013;North America;United States;Northeast;Bikes;Road Bikes;Middle Income;46-55;Male;Manual;1;3089.66;1202.38;1;SO001119;11287
2013;201303;Q1;Mar 2013;Europe;Germany;Germany;Components;Handlebars;Low Income;46-55;Male;Skilled Manual;0;347.14;111.50;1;SO001120;11464
2013;201303;Q1;Mar 2013;Pacific;Australia;Australia;Clothing;Gloves;High Income;36-45;Female;Professional;1;47.82;19.38;2;SO001121;11557
2013;201303;Q1;Mar 2013;Pacific;Australia;Australia;Bikes;Road Bikes;High Income;36-45;Female;Professional;1;3390.94;1439.30;1;SO001121;11557
2013;201303;Q1;Mar 2013;North America;United States;Northwest;Bikes;Touring Bikes;Middle Income;46-55;Female;Management;0;958.66;426.22;1;SO001122;11018
2013;201303;Q1;Mar 2013;North America;United States;Northwest;Bikes;Mountain Bikes;Middle Income;46-55;Female;Management;0;2983.81;1261.06;1;SO001122;11018
2013;201303;Q1;Mar 2013;North America;United States;Northwest;Accessories;Bottles and Cages;Middle Income;46-55;Female;Management;0;109.17;70.28;1;SO001122;11018
2013;201303;Q1;Mar 2013;North America;United States;Southeast;Clothing;Gloves;Low Income;46-55;Male;Professional;1;51.13;20.26;1;SO001123;11265
2013;201303;Q1;Mar 2013;North America;United States;Southeast;Bikes;Road Bikes;Low Income;46-55;Male;Professional;1;1838.87;709.07;1;SO001123;11265
